card_id,opponent,sa-pow,bcd-pt,sa-tec
397,Weevil Underwood,20,26,1
397,Forest Mage,0,0,120
397,Montain Mage,72,74,56
397,High Mage Martis,0,6,0
397,Heishin 2nd,0,0,1
398,Teana,176,178,20
398,Villager1,74,75,60
398,Villager2,15,26,23
398,Villager3,13,18,16
398,Shadi,20,22,0
398,Teana 2nd,182,182,0
398,Montain Mage,72,74,56
398,Heishin 2nd,0,0,1
398,Duel Master K,13,18,16
399,Teana,176,178,20
399,Villager1,74,75,60
399,Teana 2nd,182,182,0
399,Montain Mage,72,74,60
399,Heishin 2nd,0,0,1
400,Ocean Mage,24,0,38
400,High Mage Secmeton,25,0,0
400,High Mage Kepura,32,39,0
400,Heishin 2nd,0,0,1
401,Heishin,20,0,0
401,High Mage Martis,12,0,0
401,Seto 2nd,18,0,0
401,Guardian Neku,36,0,0
401,Heishin 2nd,20,0,0
401,Seto 3rd,48,0,0
401,Nitemare,32,0,0
402,Simon Muran,0,56,0
402,Teana,176,178,20
402,Villager1,74,75,60
402,Mage Soldier,22,24,0
402,Teana 2nd,182,182,0
402,Montain Mage,64,74,40
402,Heishin 2nd,0,0,1
403,High Mage Secmeton,25,0,0
403,High Mage Kepura,32,39,0
403,Heishin 2nd,0,0,1
403,Darknite,22,22,22
404,Pegasus,16,12,8
404,Kaiba,12,13,6
405,Mai Valentine,30,0,0
405,Bandit Keith,54,0,0
405,High Mage Atenza,25,27,1
405,Guardian Sebek,46,50,46
406,Villager2,15,0,0
406,Weevil Underwood,22,26,0
406,Bandit Keith,28,40,36
406,High Mage Anubisius,22,22,20
406,Labyrinth Mage,8,16,0
406,Guardian Sebek,24,26,24
407,Heishin,20,0,0
407,Seto 2nd,18,0,0
407,Guardian Sebek,26,0,0
407,Heishin 2nd,20,0,0
407,Seto 3rd,26,0,0
407,Nitemare,32,0,0
408,Montain Mage,0,10,0
408,Meadow Mage,20,22,0
408,Guardian Sebek,8,6,0
409,Montain Mage,0,10,0
409,Meadow Mage,20,22,0
409,Guardian Sebek,8,6,0
410,Simon Muran,52,56,1
410,Jono,44,44,42
410,Bandit Keith,28,40,36
410,Jono 2nd,42,44,1
411,Simon Muran,52,56,1
411,Villager1,74,75,60
411,Bandit Keith,28,40,36
411,Montain Mage,64,74,60
412,Teana,0,0,52
412,Weevil Underwood,24,0,0
412,Mai Valentine,30,40,45
412,Bandit Keith,28,40,36
412,Mage Soldier,22,24,0
412,High Mage Anubisius,0,22,20
412,High Mage Atenza,25,27,1
412,Guardian Sebek,24,26,24
412,Guardian Neku,20,21,20
413,High Mage Secmeton,25,33,0
413,High Mage Kepura,32,39,0
413,Guardian Sebek,50,50,46
414,Villager2,15,0,0
414,Villager3,13,0,0
414,Bandit Keith,28,40,36
414,Labyrinth Mage,13,16,26
414,Guardian Sebek,24,26,24
414,Duel Master K,13,0,0
415,Mai Valentine,30,40,45
415,Bandit Keith,28,40,36
415,Mage Soldier,22,24,0
415,High Mage Atenza,25,27,1
415,Guardian Sebek,24,26,24
415,Guardian Neku,20,21,20
415,Nitemare,0,0,64
416,Simon Muran,0,0,36
416,Mai Valentine,30,40,45
416,Bandit Keith,28,40,36
416,Mage Soldier,22,24,0
416,High Mage Atenza,25,27,1
416,Guardian Sebek,24,26,24
416,Guardian Neku,20,21,20
417,Simon Muran,0,0,36
417,Rex Raptor,18,19,16
417,Bandit Keith,28,40,36
417,Desert Mage,16,18,16
417,High Mage Martis,12,12,10
417,Guardian Sebek,24,26,24
418,Bandit Keith,8,8,8
418,Kaiba,12,13,12
419,High Mage Kepura,36,0,0
419,Guardian Sebek,24,26,0
419,Darknite,24,22,0
420,Simon Muran,0,0,36
420,Jono,44,44,42
420,Seto,0,22,18
420,Bandit Keith,28,40,36
420,Shadi,12,12,0
420,Jono 2nd,42,44,1
420,Ocean Mage,0,12,0
420,Forest Mage,14,22,0
421,Rex Raptor,18,19,16
421,Bandit Keith,28,40,36
421,Shadi,12,12,0
421,Ocean Mage,24,12,0
421,Desert Mage,16,18,16
422,Simon Muran,52,56,36
422,Jono,44,44,42
422,Bandit Keith,28,40,4
422,Jono 2nd,42,44,1
422,Meadow Mage,88,96,88
423,Montain Mage,12,0,0
423,High Mage Kepura,32,39,0
423,Guardian Sebek,24,26,24
423,Darknite,22,22,22
424,Seto,20,0,0
424,Montain Mage,12,0,0
424,Seto 3rd,16,12,0
425,Ocean Mage,8,0,0
425,High Mage Secmeton,25,33,0
425,Montain Mage,16,0,0
425,Labyrinth Mage,14,12,0
425,Guardian Sebek,24,26,24
426,Heishin,44,0,0
426,Labyrinth Mage,16,0,0
426,Seto 2nd,18,0,0
426,Heishin 2nd,48,0,0
426,Seto 3rd,26,0,0
426,Nitemare,32,0,0
427,Heishin,4,0,0
427,Kaiba,0,0,24
427,Teana 2nd,0,0,24
427,Seto 2nd,2,0,0
427,Heishin 2nd,4,0,0
427,Seto 3rd,22,0,0
427,Nitemare,32,0,0
428,Teana 2nd,30,0,0
429,Teana,24,0,32
429,Teana 2nd,30,0,0
429,High Mage Secmeton,0,4,0
430,Isis,72,88,0
430,Nitemare,0,58,0
431,Isis,72,88,84
431,Nitemare,0,58,0
432,Teana,20,0,0
432,Villager2,15,26,23
432,Villager3,28,36,26
432,Rex Raptor,18,19,16
432,Shadi,20,22,20
432,Ocean Mage,0,24,1
432,Desert Mage,16,18,16
432,High Mage Martis,12,12,10
432,Labyrinth Mage,13,14,13
432,Duel Master K,28,36,26
433,Yami Bakura,10,10,6
434,Shadi,0,0,20
434,Nitemare,32,14,0
435,Villager1,12,0,0
435,Montain Mage,11,12,8
436,Simon Muran,52,56,0
436,Jono,44,44,42
436,Shadi,20,22,0
436,Jono 2nd,42,44,1
436,Ocean Mage,22,0,0
436,Meadow Mage,88,96,80
437,Montain Mage,12,10,0
437,Meadow Mage,20,22,0
438,High Mage Kepura,36,0,0
438,Guardian Sebek,24,26,0
438,Darknite,24,22,0
439,Montain Mage,12,10,0
439,Meadow Mage,20,22,0
440,Isis,50,0,0
440,Nitemare,32,32,0
441,High Mage Secmeton,25,0,0
441,High Mage Kepura,32,39,0
441,Guardian Sebek,24,26,24
442,Heishin,4,0,0
442,Ocean Mage,20,0,52
442,High Mage Secmeton,0,0,98
442,Heishin 2nd,4,0,0
442,Nitemare,32,0,0
443,Shadi,0,0,90
443,Ocean Mage,24,0,52
443,High Mage Secmeton,0,0,98
443,Darknite,24,22,0
443,Nitemare,32,0,0
444,Simon Muran,52,56,0
444,Jono,44,44,42
444,Villager2,15,26,23
444,Villager3,13,18,16
444,Shadi,20,22,0
444,Jono 2nd,42,44,1
444,Meadow Mage,0,96,84
444,Duel Master K,13,18,16
445,Seto 2nd,24,54,40
446,Villager2,15,26,23
446,Villager3,28,36,26
446,Shadi,20,22,0
446,Ocean Mage,0,26,20
446,High Mage Martis,12,12,10
446,Labyrinth Mage,13,14,13
446,Duel Master K,28,36,26
447,Seto 2nd,26,32,24
448,Seto,16,0,0
448,Isis,10,10,10
448,Kaiba,12,13,24
448,Ocean Mage,0,0,52
449,Seto 3rd,10,12,0
449,Nitemare,0,0,48
450,Villager1,12,0,0
450,Montain Mage,11,12,8
451,Villager2,15,26,23
451,Villager3,13,18,16
451,Rex Raptor,0,19,16
451,Shadi,32,44,0
451,Ocean Mage,30,40,1
451,Desert Mage,16,18,16
451,Labyrinth Mage,13,14,0
451,Duel Master K,13,18,16
452,Villager2,15,26,23
452,Villager3,13,18,16
452,Seto,0,22,18
452,Shadi,32,44,0
452,Ocean Mage,30,40,1
452,Forest Mage,20,22,18
452,Labyrinth Mage,13,14,0
452,Duel Master K,13,18,16
453,Seto,16,0,0
453,Heishin,46,0,0
453,Labyrinth Mage,16,0,0
453,Seto 2nd,18,0,0
453,Heishin 2nd,46,0,0
453,Seto 3rd,26,0,0
453,Nitemare,32,0,0
454,Isis,10,10,10
454,Kaiba,12,13,1
455,Heishin,48,64,1
455,Heishin 2nd,20,64,1
456,Isis,10,10,10
456,Kaiba,12,13,1
457,Heishin,48,64,1
457,Heishin 2nd,40,64,1
458,Montain Mage,12,10,0
458,Meadow Mage,20,22,0
458,Nitemare,32,0,0
459,Weevil Underwood,22,26,0
459,Mage Soldier,22,24,0
459,High Mage Anubisius,22,22,20
459,Labyrinth Mage,13,14,14
459,Guardian Neku,10,21,20
460,Teana,0,0,50
460,Mai Valentine,30,0,0
460,Bandit Keith,30,0,0
460,High Mage Atenza,25,27,1
460,Labyrinth Mage,13,14,14
460,Guardian Sebek,24,26,24
461,Teana,0,0,50
461,Villager2,15,26,23
461,Villager3,26,36,26
461,High Mage Martis,12,12,10
461,Labyrinth Mage,13,14,14
461,Duel Master K,26,36,0
462,Mai Valentine,30,0,0
462,Bandit Keith,30,0,0
462,Mage Soldier,22,0,0
462,High Mage Secmeton,0,5,0
462,High Mage Atenza,25,27,1
462,Labyrinth Mage,13,14,12
462,Guardian Sebek,24,26,24
462,Guardian Neku,10,21,20
463,Villager2,15,26,23
463,Villager3,13,18,16
463,Rex Raptor,0,19,16
463,Desert Mage,16,18,16
463,High Mage Martis,12,12,10
463,Labyrinth Mage,13,14,12
463,Duel Master K,13,18,0
464,High Mage Secmeton,25,0,0
464,High Mage Atenza,50,58,0
464,High Mage Kepura,32,39,0
464,Darknite,22,22,22
465,Heishin,26,24,0
465,High Mage Atenza,55,0,0
465,Seto 2nd,16,18,0
465,Heishin 2nd,26,24,0
465,Seto 3rd,24,24,0
465,Darknite,24,22,0
465,Nitemare,32,32,0
466,Mai Valentine,94,120,0
466,Mage Soldier,22,24,0
466,High Mage Atenza,75,84,1
466,Guardian Neku,20,21,20
466,Darknite,22,22,22
467,Heishin,20,0,0
467,High Mage Atenza,55,0,0
467,Seto 2nd,18,0,0
467,Heishin 2nd,20,0,0
467,Seto 3rd,26,0,0
467,Darknite,26,0,0
467,Nitemare,32,0,0
468,High Mage Secmeton,25,33,0
468,High Mage Atenza,50,56,1
468,High Mage Kepura,32,39,0
468,Guardian Sebek,24,26,24
468,Darknite,22,22,22
469,Simon Muran,52,56,0
469,Teana,176,178,0
469,Villager1,74,75,60
469,Teana 2nd,182,182,0
469,Montain Mage,72,74,60
470,Heishin,24,32,1
470,Heishin 2nd,24,32,0
471,Heishin,20,0,0
471,High Mage Martis,12,0,0
471,Seto 2nd,18,0,0
471,Guardian Neku,36,0,0
471,Heishin 2nd,20,0,0
471,Seto 3rd,48,0,0
471,Nitemare,32,0,0
472,High Mage Martis,12,0,0
472,Guardian Neku,24,21,0
472,Seto 3rd,24,24,0
472,Darknite,24,22,0
473,Montain Mage,12,10,0
473,Meadow Mage,20,22,0
473,Nitemare,32,0,0
474,Seto 2nd,44,0,40
475,Teana,176,178,0
475,Villager1,74,75,60
475,Shadi,20,22,0
475,Teana 2nd,102,182,0
475,Montain Mage,72,74,60
476,Seto,0,22,18
476,Rex Raptor,0,19,16
476,Weevil Underwood,20,26,42
476,Shadi,12,12,0
476,Ocean Mage,10,12,0
476,Forest Mage,20,22,18
476,High Mage Anubisius,22,22,20
476,Desert Mage,16,18,16
477,Rex Raptor,0,19,16
477,Weevil Underwood,20,26,42
477,High Mage Anubisius,22,22,20
477,Desert Mage,16,18,16
477,High Mage Martis,12,12,10
478,Villager3,13,18,16
478,Rex Raptor,0,19,16
478,Weevil Underwood,20,26,1
478,High Mage Anubisius,22,22,20
478,Desert Mage,16,18,16
478,High Mage Martis,12,12,10
478,Duel Master K,13,18,0
479,Teana,20,0,0
479,Rex Raptor,0,19,16
479,Weevil Underwood,20,26,1
479,High Mage Anubisius,22,22,20
479,Desert Mage,16,18,16
479,High Mage Martis,12,12,10
480,Villager1,12,0,0
480,Weevil Underwood,0,0,42
480,Montain Mage,11,12,8
481,Rex Raptor,0,19,16
481,Pegasus,0,38,0
481,Desert Mage,16,18,16
481,High Mage Martis,12,12,10
481,Darknite,22,22,22
482,Montain Mage,12,10,0
482,Meadow Mage,20,22,0
482,Nitemare,32,0,0
483,Pegasus,16,0,0
483,Darknite,48,46,0
484,Simon Muran,52,56,0
484,Villager1,74,75,60
484,Villager2,15,25,23
484,Villager3,13,18,16
484,Shadi,20,22,0
484,Montain Mage,70,72,60
484,Duel Master K,13,18,16
485,Simon Muran,52,56,0
485,Jono,34,44,42
485,Weevil Underwood,20,26,42
485,Jono 2nd,42,44,1
485,Meadow Mage,88,96,80
486,Jono,34,44,42
486,Seto,0,22,0
486,Yami Bakura,46,48,40
486,Jono 2nd,42,44,1
486,High Mage Secmeton,25,33,0
486,Forest Mage,20,22,18
486,High Mage Martis,12,12,10
487,Seto,20,0,48
487,Weevil Underwood,0,0,42
487,Montain Mage,12,10,0
487,Meadow Mage,20,22,0
488,Simon Muran,52,56,0
488,Jono,34,44,42
488,Seto,0,22,0
488,Weevil Underwood,20,26,0
488,Jono 2nd,42,44,1
489,Villager1,12,0,0
489,Forest Mage,40,0,0
490,Rex Raptor,0,19,16
490,Shadi,12,12,0
490,Mage Soldier,22,24,0
490,Ocean Mage,10,12,0
490,Desert Mage,16,18,16
490,High Mage Martis,12,12,10
491,High Mage Secmeton,25,33,0
491,High Mage Atenza,45,58,0
491,High Mage Kepura,32,39,0
491,Guardian Sebek,24,26,24
491,Darknite,22,22,22
492,Jono,34,44,42
492,Seto,0,22,0
492,Shadi,12,12,0
492,Yami Bakura,46,48,40
492,Jono 2nd,42,44,1
492,Ocean Mage,10,12,0
492,High Mage Secmeton,25,33,0
492,Forest Mage,20,22,18
493,Teana,0,0,62
493,Seto 2nd,26,32,24
494,High Mage Secmeton,0,6,0
494,Nitemare,32,14,0
495,Seto 2nd,12,20,10
495,Seto 3rd,0,0,48
495,Nitemare,32,0,0
496,Villager2,15,0,0
496,Villager3,13,0,0
496,Weevil Underwood,22,26,0
496,Pegasus,36,38,0
496,High Mage Anubisius,22,22,20
496,Labyrinth Mage,13,14,12
496,Darknite,22,22,22
496,Duel Master K,13,0,0
497,Ocean Mage,0,0,52
497,Seto 3rd,26,32,0
498,Bandit Keith,8,8,8
498,Kaiba,12,13,1
499,Simon Muran,10,0,52
499,Villager1,12,0,0
499,Weevil Underwood,10,0,0
499,Shadi,0,0,52
499,High Mage Secmeton,0,1,0
499,Forest Mage,8,0,0
500,Seto,16,0,0
500,Heishin,20,0,0
500,High Mage Martis,12,0,0
500,Seto 2nd,18,0,0
500,Guardian Neku,28,0,0
500,Heishin 2nd,20,0,0
500,Seto 3rd,48,0,0
500,Nitemare,32,0,0
501,Jono,44,44,42
501,Seto,0,22,0
501,Weevil Underwood,20,26,42
501,Jono 2nd,42,44,1
501,Forest Mage,20,22,18
501,High Mage Anubisius,22,22,20
501,Heishin 2nd,36,0,0
502,Villager1,12,0,0
502,Seto,16,0,0
502,Montain Mage,11,12,8
502,Seto 2nd,0,32,0
503,Villager2,15,25,23
503,Villager3,13,18,16
503,Rex Raptor,0,19,16
503,Shadi,32,44,0
503,Ocean Mage,34,40,0
503,Desert Mage,16,18,16
503,High Mage Martis,12,12,10
503,Labyrinth Mage,13,14,12
503,Duel Master K,13,18,16
504,Simon Muran,52,56,0
504,Villager1,50,72,60
504,Mage Soldier,22,24,0
504,Montain Mage,70,72,60
505,Heishin,46,64,1
505,Heishin 2nd,46,64,104
506,Seto,0,22,0
506,Weevil Underwood,20,26,42
506,Shadi,12,12,0
506,Ocean Mage,10,12,0
506,Forest Mage,20,22,18
506,High Mage Anubisius,22,22,20
507,High Mage Secmeton,0,5,0
507,Seto 2nd,26,32,24
508,High Mage Secmeton,25,33,0
508,High Mage Kepura,32,39,0
508,Guardian Sebek,50,50,46
509,Heishin,4,0,0
509,Shadi,0,0,24
509,Montain Mage,6,0,0
509,Meadow Mage,20,0,0
509,Guardian Sebek,10,0,0
509,Heishin 2nd,4,0,0
509,Nitemare,32,0,0
510,Seto,0,44,0
510,Rex Raptor,0,19,16
510,Weevil Underwood,20,26,42
510,Shadi,12,12,0
510,Ocean Mage,10,12,0
510,Forest Mage,48,42,38
510,High Mage Anubisius,22,22,20
510,Desert Mage,16,18,16
511,Teana,0,0,52
511,Weevil Underwood,24,0,0
511,Mai Valentine,30,40,0
511,Mage Soldier,22,24,0
511,Forest Mage,20,22,18
511,High Mage Anubisius,22,22,20
511,High Mage Atenza,25,27,1
511,Guardian Neku,20,21,20
512,Mai Valentine,30,40,0
512,Bandit Keith,30,36,0
512,Mage Soldier,22,24,0
512,Ocean Mage,22,0,0
512,High Mage Atenza,25,27,1
512,Guardian Sebek,24,26,24
512,Guardian Neku,20,21,20
513,High Mage Secmeton,25,33,0
513,High Mage Kepura,32,39,0
513,Guardian Sebek,24,26,24
513,Nitemare,32,0,0
514,Villager2,15,0,0
514,Weevil Underwood,22,26,0
514,Bandit Keith,30,36,36
514,High Mage Anubisius,22,22,20
514,Labyrinth Mage,13,14,12
514,Guardian Sebek,24,26,24
515,Seto,20,0,0
515,Seto 2nd,26,32,24
516,Simon Muran,52,56,0
516,Teana,0,0,20
516,Jono,44,44,42
516,Villager2,15,25,23
516,Villager3,13,18,16
516,Jono 2nd,42,44,1
516,Meadow Mage,88,96,80
516,Duel Master K,13,18,16
517,Isis,10,10,10
517,Kaiba,12,13,1
518,Heishin,12,10,0
518,Heishin 2nd,12,10,0
518,Nitemare,32,0,0
519,Nitemare,0,14,1
520,Nitemare,14,14,0
521,Montain Mage,12,10,0
521,Meadow Mage,20,12,0
522,Heishin,26,24,0
522,High Mage Atenza,50,0,0
522,Seto 2nd,16,16,0
522,Heishin 2nd,26,24,0
522,Seto 3rd,24,24,0
522,Darknite,24,22,0
522,Nitemare,32,32,0
523,Seto,16,0,0
523,Seto 2nd,0,16,0
523,Seto 3rd,26,32,24
524,Jono,44,44,42
524,Villager2,15,25,23
524,Villager3,13,18,16
524,Seto,0,22,0
524,Shadi,20,22,0
524,Jono 2nd,42,44,1
524,Ocean Mage,22,24,0
524,Forest Mage,20,22,18
524,Labyrinth Mage,13,14,12
524,Duel Master K,13,18,16
525,Heishin,12,16,1
525,Heishin 2nd,12,16,0
526,Seto,16,0,0
526,High Mage Martis,12,0,0
526,Guardian Neku,24,21,0
526,Seto 3rd,24,24,0
526,Darknite,24,22,0
527,Teana,176,178,20
527,Villager1,10,72,60
527,Pegasus,36,38,0
527,Teana 2nd,164,182,0
527,Montain Mage,70,72,60
528,High Mage Secmeton,25,0,0
528,High Mage Kepura,32,39,0
528,Darknite,46,46,46
529,Seto,16,0,0
529,Heishin,12,10,0
529,Pegasus,0,0,52
529,Heishin 2nd,12,10,0
529,Seto 3rd,0,0,48
529,Nitemare,32,0,0
530,Isis,44,48,42
530,Heishin 2nd,0,0,104
530,Nitemare,0,58,0
531,Seto,16,0,0
531,Heishin,46,44,0
531,Labyrinth Mage,16,0,0
531,Seto 2nd,16,16,0
531,Heishin 2nd,46,44,0
531,Seto 3rd,24,24,48
531,Darknite,24,22,0
531,Nitemare,32,32,0
532,Seto,0,0,32
532,Heishin,24,32,1
532,Heishin 2nd,24,32,0
532,Nitemare,32,0,0
533,Montain Mage,12,10,0
533,Meadow Mage,20,12,0
533,Nitemare,32,0,0
534,Rex Raptor,0,19,16
534,Weevil Underwood,20,26,42
534,Shadi,12,12,0
534,Ocean Mage,0,12,0
534,High Mage Anubisius,22,22,20
534,Desert Mage,16,18,16
534,High Mage Martis,0,12,10
535,Seto 3rd,26,32,0
536,Seto,0,22,0
536,Rex Raptor,0,19,16
536,Shadi,32,44,0
536,Ocean Mage,22,40,0
536,Forest Mage,20,22,16
536,Desert Mage,16,18,16
537,Simon Muran,20,0,0
537,Rex Raptor,48,0,0
537,Pegasus,0,0,64
537,Ocean Mage,0,0,52
537,High Mage Secmeton,21,5,0
537,Montain Mage,5,0,0
538,Rex Raptor,0,19,16
538,Mai Valentine,62,80,90
538,Pegasus,36,38,0
538,High Mage Atenza,50,56,1
538,Desert Mage,16,18,16
538,High Mage Martis,0,12,10
538,Darknite,22,22,22
539,Seto,20,0,0
539,Seto 3rd,44,54,0
540,Seto,0,22,18
540,Shadi,12,12,0
540,Yami Bakura,46,48,40
540,Ocean Mage,10,12,0
540,High Mage Secmeton,25,33,0
540,Forest Mage,20,22,16
541,Simon Muran,20,0,0
541,Forest Mage,34,0,0
542,Montain Mage,12,10,0
542,Meadow Mage,20,22,0
543,Teana,38,0,0
544,Seto,0,22,18
544,Rex Raptor,48,19,16
544,Bandit Keith,30,36,36
544,Shadi,12,12,0
544,Pegasus,0,0,32
544,Ocean Mage,10,12,0
544,Forest Mage,20,22,16
544,Desert Mage,16,18,16
545,Seto,16,0,0
545,Desert Mage,30,0,0
545,Seto 2nd,0,16,0
546,Seto 2nd,44,32,40
547,Simon Muran,52,56,0
547,Villager1,74,72,60
547,Seto,0,22,18
547,Weevil Underwood,20,26,42
547,Montain Mage,70,72,30
548,Simon Muran,52,56,0
548,Villager1,74,72,60
548,Villager2,15,25,23
548,Villager3,13,18,16
548,Bandit Keith,30,36,36
548,Montain Mage,70,72,30
548,Duel Master K,13,18,16
549,Jono,44,44,42
549,Villager2,15,25,23
549,Villager3,13,18,16
549,Seto,0,22,18
549,Shadi,32,44,0
549,Jono 2nd,42,44,1
549,Ocean Mage,34,40,0
549,Forest Mage,20,22,0
549,Labyrinth Mage,13,14,12
549,Duel Master K,13,18,16
550,Isis,46,48,0
550,Nitemare,0,58,0
551,Seto 3rd,26,32,0
552,Villager2,15,0,0
552,Villager3,13,0,0
552,Weevil Underwood,22,26,0
552,Mai Valentine,62,80,90
552,Pegasus,36,38,0
552,High Mage Anubisius,22,22,20
552,High Mage Atenza,50,56,1
552,Labyrinth Mage,13,14,12
552,Darknite,22,22,22
552,Duel Master K,13,0,0
553,Seto 3rd,44,54,0
554,Kaiba,29,0,0
554,Jono 2nd,15,0,0
554,Nitemare,1,0,0
555,Heishin,0,0,52
555,Montain Mage,20,0,0
555,High Mage Atenza,0,15,0
555,Seto 2nd,0,16,0
555,Nitemare,1,0,0
556,Villager2,15,25,23
556,Villager3,13,18,16
556,Seto,0,22,18
556,Rex Raptor,48,19,16
556,Bandit Keith,30,36,36
556,Shadi,12,12,0
556,Ocean Mage,10,12,0
556,Forest Mage,20,22,0
556,Desert Mage,16,18,16
556,Labyrinth Mage,13,14,12
556,Duel Master K,13,18,16
557,Pegasus,0,0,32
557,Montain Mage,12,10,0
557,Meadow Mage,20,22,0
557,Guardian Sebek,8,6,4
558,Simon Muran,52,56,0
558,Jono,44,44,42
558,Villager1,74,72,60
558,Villager2,15,25,23
558,Villager3,13,18,16
558,Jono 2nd,42,44,1
558,Montain Mage,70,72,30
558,Duel Master K,13,18,16
559,Seto 2nd,44,0,40
560,Seto 3rd,44,54,0
561,Seto,20,0,0
561,Seto 2nd,44,54,40
562,Weevil Underwood,10,0,0
562,Forest Mage,8,0,0
563,Simon Muran,52,56,0
563,Jono,44,44,42
563,Mage Soldier,22,24,0
563,Jono 2nd,42,44,1
563,Meadow Mage,88,96,80
564,Heishin,48,0,0
564,Labyrinth Mage,16,0,0
564,Seto 2nd,18,0,0
564,Guardian Sebek,26,0,0
564,Heishin 2nd,48,0,0
564,Seto 3rd,26,0,0
564,Nitemare,32,0,0
565,Seto 2nd,12,16,10
565,Nitemare,32,0,0
566,Teana,12,0,0
567,Villager2,14,0,0
567,Villager3,14,0,0
567,Weevil Underwood,22,26,0
567,Forest Mage,20,22,0
567,High Mage Anubisius,22,22,20
567,Labyrinth Mage,13,14,12
568,Villager3,13,18,16
568,Rex Raptor,48,36,26
568,Desert Mage,32,32,30
568,High Mage Martis,12,12,10
568,Duel Master K,13,18,16
569,Rex Raptor,48,19,16
569,Shadi,20,22,0
569,Ocean Mage,22,24,0
569,Desert Mage,16,18,16
569,High Mage Martis,12,12,10
570,Teana,6,0,0
570,Jono,6,0,0
570,Villager1,10,0,0
570,Montain Mage,0,12,8
571,Seto,20,0,0
571,Heishin,26,24,52
571,Montain Mage,24,0,0
571,High Mage Kepura,36,0,0
571,Seto 2nd,16,16,0
571,Heishin 2nd,26,24,0
571,Seto 3rd,24,24,48
571,Darknite,24,22,0
571,Nitemare,48,66,0
572,Heishin,26,24,52
572,Seto 2nd,32,32,0
572,Heishin 2nd,26,24,0
572,Seto 3rd,24,24,0
572,Darknite,24,22,0
572,Nitemare,48,32,0
573,Villager3,13,18,16
573,Rex Raptor,48,52,52
573,Desert Mage,52,48,52
573,High Mage Martis,12,12,10
573,Duel Master K,13,18,16
574,Seto 3rd,44,54,0
575,Seto 2nd,0,16,0
575,Darknite,48,46,0
576,Villager2,14,0,0
576,Villager3,14,0,0
576,Weevil Underwood,22,26,0
576,High Mage Anubisius,22,22,22
576,Labyrinth Mage,13,14,12
576,Duel Master K,14,0,0
577,High Mage Atenza,55,0,0
577,High Mage Kepura,32,39,0
577,Seto 2nd,0,16,0
577,Darknite,46,46,46
577,Nitemare,0,0,48
578,Yami Bakura,10,10,6
578,Kaiba,12,13,1
578,Seto 2nd,0,16,0
579,Jono,44,44,42
579,Seto,0,44,38
579,Weevil Underwood,20,26,42
579,Jono 2nd,42,44,1
579,Forest Mage,44,42,0
579,High Mage Anubisius,22,22,20
580,Teana,6,0,0
580,Jono,6,0,0
580,Villager1,8,0,0
580,Kaiba,0,0,36
580,Montain Mage,0,12,8
581,Jono,2,0,0
581,Montain Mage,20,0,0
582,High Mage Secmeton,25,0,0
582,High Mage Kepura,32,0,0
582,Seto 2nd,0,16,0
582,Darknite,24,22,0
582,Nitemare,32,0,0
583,Seto 2nd,26,18,24
584,Villager2,14,0,0
584,Villager3,14,0,0
584,Yami Bakura,48,44,0
584,High Mage Secmeton,25,33,0
584,Labyrinth Mage,13,14,12
585,Villager3,13,18,16
585,Rex Raptor,48,19,16
585,Bandit Keith,30,36,36
585,Desert Mage,16,18,16
585,High Mage Martis,12,12,10
585,Guardian Sebek,24,26,24
585,Duel Master K,13,18,16
586,Villager2,10,12,10
587,Yami Bakura,10,10,6
587,Kaiba,12,13,1
587,Nitemare,0,0,48
588,Jono,2,2,0
588,Villager3,12,16,12
588,Duel Master K,12,16,0
589,Jono,44,44,42
589,Seto,0,44,38
589,Weevil Underwood,20,26,42
589,Jono 2nd,42,44,1
589,Forest Mage,24,42,0
589,High Mage Anubisius,22,22,22
590,Rex Raptor,48,19,16
590,Shadi,12,22,20
590,Ocean Mage,22,24,0
590,Desert Mage,16,18,16
590,High Mage Martis,12,12,10
590,Guardian Neku,0,0,64
591,Villager2,14,25,23
591,Villager3,13,18,16
591,Seto,0,22,18
591,Shadi,12,12,12
591,Ocean Mage,10,12,0
591,Forest Mage,20,22,0
591,Labyrinth Mage,13,14,12
591,Guardian Neku,0,0,48
591,Duel Master K,13,18,0
592,Villager2,10,12,10
592,Villager3,12,16,12
592,Duel Master K,12,16,0
593,Heishin,12,16,1
593,Heishin 2nd,12,16,0
594,Heishin,26,24,0
594,Forest Mage,24,0,0
594,High Mage Anubisius,22,0,0
594,Seto 2nd,16,16,0
594,Heishin 2nd,26,24,0
594,Seto 3rd,24,24,0
594,Darknite,24,22,0
594,Nitemare,32,32,0
595,Pegasus,8,12,0
595,Kaiba,12,13,1
596,Isis,50,0,0
596,Nitemare,1,35,0
597,Mai Valentine,30,40,0
597,Pegasus,36,0,0
597,Mage Soldier,22,24,0
597,High Mage Atenza,25,27,1
597,Guardian Neku,20,21,20
597,Darknite,22,22,22
597,Nitemare,0,0,48
598,Jono,44,44,42
598,Seto,0,22,18
598,Pegasus,36,38,0
598,Jono 2nd,42,44,1
598,Forest Mage,20,22,0
599,Heishin,46,64,1
599,Heishin 2nd,46,64,0
600,Seto 3rd,44,54,0
601,Villager2,14,0,0
601,Villager3,13,0,0
601,Yami Bakura,48,44,0
601,High Mage Secmeton,25,33,0
601,Labyrinth Mage,13,14,12
601,Duel Master K,13,0,0
602,Villager2,14,25,23
